deskripsi,kelas
"s geometric pattern, simple s colorful geometric abstract pattern texture, Memphis design abstract shapes colorful pattern, s aesthetic Memphis design fabric pattern, flat texture of abstract s geometric shapes and colors, vaporwave, synthwave aesthetic, flat texture pattern",Painting
"< boho painting, simple geometry forms, abstract, oil painting, oil texture, minimalism, muted colour, bruch texture, beige, broun, terracota",Painting
"flat, D sci-fi cyberpunk wall texture, texture for a videogame, align edges horizontally and vertically, unreal engine .",Painting
"hyper realistic detailed watercolor texture, with light pink, fuchsia, gold flakes, gold accents and sparkling golden texture, neutral",Painting
the pattern of rose and blue drawing with and on a linen texture for floor lamp in d seamless texture mapping,Painting
"flat, D sci-fi cyberpunk wall texture, texture for a videogame, align edges horizontally and vertically, unreal engine ",Painting
brown texture vintage paper background,Painting
rustic tanish paper texture background,Painting
high res sandstone texture background,Painting
texture plasma lightning color #,Painting
pastel pink faux fur texture,Painting
scratched vintage old paint texture,Painting
dirt texture,Painting
"Olive wood texture, High detailed",Painting
seamless bali tile d texture,Painting
empty black wall with texture,Painting
scratched metal texture,Painting
an ancient chinese paper texture,Painting
A smooth clay material texture,Painting
"weathered metal texture, high detail",Painting
grunge texture in hot colors,Painting
illustration of wood table texture,Painting
"< light Egyptian white robe teen priest deacons in flying saucer cabin using monochromatic super computers, sky through windows, sci-fi, blue beautiful slim daylight, people in Egyptian city, documentary video still image, crystals, glossy plastic texture, miniature plastic texture, miniature RPG game texture, shiny crystal texture, crystal prism effects, photo, k image ",Painting
"< < Bastet priestess deacons in flying saucer cabin using monochromatic super computers, sky through windows, sci-fi, blue beautiful slim daylight, people in Egyptian city, documentary video still image, crystals, glossy plastic texture, miniature plastic texture, miniature RPG game texture, shiny crystal texture, crystal prism effects, photo, k image ",Painting
"gel white texture, hyper realistic texture, octane, high resolution, photography beauty shoot, perfect light, top shot, levitating, macro photography, inside the gel",Painting
"attractive police officer in poland, pointing with her finger, natural lighting, detailed skin texture, natural skin texture,.",Painting
"ultra close up raspberry ice cream texture, ultra realistic, detail texture, creaminess, iced,.",Painting
"< < Mictlantecuhtli in a white robe walking through the and using computerized equipments connected to the earth, sky through windows, sci-fi, blue beautiful slim daylight, people in Egyptian city, documentary video still image, crystals, glossy plastic texture, miniature plastic texture, miniature RPG game texture, shiny crystal texture, crystal prism effects, photo, k image ",Painting
"ninja, Expressionism, light summer colors, rough block shapes, dazed, picasso, symbolism, pastel colors, faded, photocopy texture, grain texture, risograph print,",Painting
"y at  PM minimalist, Pantone, texture, paper texture, pastel, girls wedding, pink, blue, white, seamless pattern–no trademarks, watermarks",Painting
kids wall paper texture seamless white background red line drawing spaceships stars planets minimalist vector ultra simple pattern no furniture just texture flat,Painting
"naturel gel transparent white texture, with realistic effect, top shot macro vision, details and fluid, flat texture, realistic photo, high definition, beauty shoot",Painting
"Portrait of a black peony James Anderson style, rough texture , Vintage botanical book style, ultimate details skin texture, hyper photo realistic, maximum definition",Painting
"Halloween Alien party flyer for a nightclub, rave flyer, neon color,  time square, paper texture, inkbleed texture.",Painting
"“white sombrero hat” with a “Red Cross” sewn on it. Ultrarealistic, photorealistic, k image, high texture quality, high texture definition, (ignore the kantele)",Painting
"abstract , colorful, beautiful , texture",Painting
blank paper texture ar,Painting
giraffe fur texture scrapbook paper background,Painting
regular strip abstract background corperate texture,Painting
abstract background texture represeting lofi music.,Painting
"aged paper texture,",Painting
a grunge texture with no image,Painting
orange knited wool square with texture,Painting
french province texture wallpaper repeating pattern,Painting
nit obvious interesting texture.,Painting
"texture design, vibrant art piece, holographic",Painting
white old canvas texture.,Painting
"old broken wall painting texture, realistic",Painting
grunge texture in black and white,Painting
"human full body, mutant, oil texture virus real texture  k photography, unreal engine, woman ,exoskeleto, like a guiilermo del toro movie, ciber, magic",Painting
"man in full growth, black background, naturalness, man with a book, girl with a book, detailed gorgeous face, detailed skin texture, detailed clothing texture",Painting
"< < Bastet priestess and Anubis and light Egyptian white robe teen priest deacons in flying saucer cabin using monochromatic super computers, sky through windows, sci-fi, blue beautiful slim daylight, people in Egyptian city, documentary video still image, crystals, glossy plastic texture, miniature plastic texture, miniature RPG game texture, shiny crystal texture, crystal prism effects, photo, k image ",Painting
"< Bastet priestess and Anubis and light Egyptian white robe teen priest deacons in flying saucer cabin using monochromatic super computers, sky through windows, sci-fi, blue beautiful slim daylight, people in Egyptian city, documentary video still image, crystals, glossy plastic texture, miniature plastic texture, miniature RPG game texture, shiny crystal texture, crystal prism effects, photo, k image ",Painting
"< Anubis conversing with Mictlantecuhtli, light Egyptian white robe teen surrounding the conversation and using computerized equipments connected to the earth, sky through windows, sci-fi, blue beautiful slim daylight, people in Egyptian city, documentary video still image, crystals, glossy plastic texture, miniature plastic texture, miniature RPG game texture, shiny crystal texture, crystal prism effects, photo, k image ",Painting
"< , D , ultra realistic , full body woman , beautiful and voluminous headdress , textile texture and painting splash texture , plump lips , high detail , ultra HD",Painting
"full skin close up macro texture, beauty shoot, macro texture vision, perfect light, photography, realistic details, high resolution, D definition, light neutral colors, cinematographic, K",Painting
"all-over texture, background texture, polished agate in white and pale blue and gray tones, shot straight-onraw.",Painting
"wearable pleated knit structure, detailled knit texture",Painting
"fasciated flower, skin texture, photorealistic, landscape orientation",Painting
"30 years old skinny woman model posing standing for photoshoot, licking her own lips just after having tasted delicious food, wearing dark red fitted clothes and black thigh-high wool socks , long legs, white studio background , --stylize 133 --v 6.0",picture
"35mm still, psychedelic music festival, giant replica of dinosaurs silhoutted visible in the background, light up trees, huge prehistoric stage, intricate details, DJ playing from a tent, food vendors in background, --ar 9:16 --v 6.0",picture
"3D game graphics, isometric view, low poly, white background. Isolated map in the shape of the Marrakech. Many miniture cities, buildings, dealer shop, light, food shop and large medina square vital infrastructure. Strategy game containing elements of planning of food production and consumtion. Unreal engine, depth of focus --ar 16:9",picture
"3D game graphics, isometric view, low poly, white background. Isolated map of the Morocco region Marrakech. Many miniture cities, desert, palm, lands of olive trees representing vital infrastructure are spread across the landscape. Strategy game containing elements of food production and consumption planning. Unreal engine, depth of focus --ar 16:9",picture
"3D game graphics, isometric view, low poly, white background. Isolated map of the Swedish region Svealand. Many miniture cities, forests, lakes, farms and farmlands representing vital infrastructure are spread over the landscape. Strategy game containing elements of planning of food production and consumtion. Unreal engine, depth of focus --ar 16:9",picture
"3d illustration of Food and beverages related products, in the style of emiliano ponzi, colours in Black, shade of Red, shade of Light Aqua or Blue and White Color. Futuristic with bar",picture
"3d illustration of Food and beverages related products, in the style of emiliano ponzi, colours in Black, shade of Red, shade of Light Aqua or Blue and White Color. With mom-and-pop store",picture
"3d vector illustration of american pub food, fries, chicken wings, zuchini sticks, onion rings, clear background, --v 5.2",picture
"3dimensional illustration of Food and beverages related products, in the style of emiliano ponzi, colours in Black, shade of Red, shade of Light Aqua or Blue and White Color. With stores as priority",picture
"3dimensional illustration of Food and beverages related products, in the style of peter tarka, colours in Black, shade of Red, shade of Light Aqua or Blue and White Color. With mom and pop store as priority",picture
"4 capitalist play poker. They are a little too big. They laught as hell. we can see tear for some of them, they laught so much. One of them has golden tooth. The room look like a sinister backroom. Light is violent on their faces. The room is full over dollars. Jerk of food a little. The table is a 3d flat earth. We can see forest, moutain and cloud. But forest are burning, wildlife is affraid and is trying to escape, the sea is polute by oil.",picture
"4 midly overweight bros huddled around a computer playing video games. One character sitting in a chair with headphones on. Messy room, food everywhere. Hyper realistic 4K ULTRA HD",picture
"4 teenager black beautiful girls with black braid straight hair pigtails mean girls wearing maroon jerseys and white shirts with school badge on their clothes sitting at table of the school food cafeteria other students in the distance, lunchboxes books makeup kits on the table,cinematic, natural light , light diffraction ,sunrays ,cctv view, super detailed , f2,8 , cinematic still,movie moody feel ,shadows,clear facial features ISO 100, sharp focus,saturation,contrast",picture
"45Âº shot, sticky asian pomegranate chicken on rice with bok choy, on a marble background, high key lighting, pinch of yum, minimal food styling --v 6.0 --s 250",picture
"5 LEGOs- that are blue green red white in color- in a pile smothered in so much cheese that it smothers them, the cheese is pooling on the ground, the cheese is a cheddar yellow, white background, in the style of food studio photography, the object has a hard shadow to the left --v 6.0",picture
"5 friends, 3 chinese girls, 1 chinese man, 1 french man, having shandong food in a celebration dinner, in a restaurant,in Beijing, warm atmosphere,seafood dishes, fried rice,",picture
"5. Livestock: The kingdom of Mali had vast herds of cattle, sheep, and goats, which Mansa Musa controlled and used for food and trade. vibrant high Pixar style contrast 8k --v 4 --ar 16:9",picture
"50th commercial Mother Earth in natural only green food around her giving food to the planet, lot of skin, smiling, helping, offering, calm, god, heart, dark wood",picture
"50th commercial Mother Earth in natural only green food around her giving food to the planet, lot of skin, smiling, helping, offering, calm, god, heart, dark wood, triadic color scheme, dynamic pose, render style, no text, cinematic lighting, epic scene, action scene, epic perspective, octane render, hd, 8k, 12k, hyper detailed, hyper maximalist, hyper ornate, hyper realistic, extremely detailed, extremely intricate, vibrant volumetric colors, dramatic lighting, energetic, dynamic, powerful, immersive digital art by fvckrender and conrad roset and tsutomu nihe and brian viveros, volumetric lighting, raking light, intricate, masterpiece, vray render, artstation, unreal engine, fisheye lens, by studio mappa and studio fortiche and studio trigger and weta digital, high contrast, color graded, rim lighting, rembrandt lighting, accent lighting, global illumination, ray tracing, ambient occlusion, subsurface scattering, glowing particles, ray traced reflections, chromatic aberration, hyper realistic, volumetric lighting, atmospheric perspective, chrome reflections, hypermaximalist, maximalist, ornate, hyper realistic, insanely intricate details, super detailed, intricate detail, hdr, extremely detailed, perfectionism, immersive, octane render, photoshopped, post-production, dynamic pose --ar 3:2 --q 5 --v 4 --v 5",picture
"50th commercial selling ecological food, Mother Earth in natural only green food around her giving food to the planet, lot of skin, smiling, helping, offering, calm, god, heart, dark wood",picture
"50th commercial with Emelie Clarkâ€™s as Mother Earth in natural only green food around her giving food to the planet, lot of skin, smiling, helping, offering, calm, god, heart, dark wood, commercial for selling ecological food",picture
5x5 meters space with table in the middle with interactive projection of food on a table and 360Â° projection of farm on walls,picture
"70s dinner party, magazine photography, 70s cookbook, 70s food photography, chrome tentacles, chrome baby dolls, : Lovecraftian 70s dinner party food magazine photography --q 2",picture
"8k cinematic real photo of a couple enjoying a lively community festival or cultural event, dancing and sampling treats from animated food stands, while a parade of colorful, costumed characters celebrates around them. 64-bit --ar 16:9 --q 0.5 --q 0.5",picture
"8k view, Eden light, And when the woman saw that the tree was good for food, and a delight to the eyes, and to be desired to make one wise, she took of its fruit, and gave it to her husband.",picture
"8k view, hq. And when the woman saw that the tree was good for food, and a delight to the eyes, and to be desired to make one wise, she took of its fruit, and gave it to her husband. Location Eden green green garden",picture
"8k. Colorful. Cinematic. And to Adam he said, Because you gave ear to the voice of your wife and took of the fruit of the tree which I said you were not to take, the earth is cursed on your account; in pain you will get your food from it all your life.",picture
"8k. Luminosity. Cinematic. White background. Creation. in pain you will get your food from it all your life. Thorns and waste plants will come up, and the plants of the field will be your food;",picture
"8k. Luminosity. Cinematic. in pain you will get your food from it all your life. Thorns and waste plants will come up, and the plants of the field will be your food;",picture
90s anime cel shading of a young black manga artist wearing headphones in a small apartment sketching drones on a sketch pad on his desk with crumpled up paper on the floor and Chinese food and drinks on the desk,picture
90s anime cel shading of a young black manga artist wearing headphones in a small apartment sketching drones on a sketch pad on his desk with crumpled up paper on the floor and Chinese food and drinks on the desk and Gundam toys on shelves and desk,picture
"90s anime still frame, Background image, pixiv, Japan, convenience store, lofi background, Japanese town, food, reflected rainbow, rainy night, psychedelic palette, beautiful, insane details, modern, oriental, reflected rainbow lights, 8k, anime bg, matte painting, style of shinkai makoto, hidden details, --ar 16:9 --v 4 --q 1 --s 250 --uplight",picture
"90s anime still frame, Background image, pixiv, Japan, gas station, Japanese town, food, reflected rainbow, sunny day, psychedelic palette, beautiful, insane details, modern, oriental, reflected rainbow lights, 8k, anime bg, matte painting, style of shinkai makoto, hidden details, --ar 16:9 --v 4 --q 1 --s 250 --uplight",picture
"90s anime still frame, Background image, pixiv, Japan, harajuku, crepe cafe, lofi background, Japanese town, food, reflected rainbow, rainy night, psychedelic palette, beautiful, insane details, modern, oriental, reflected rainbow lights, 8k, anime bg, matte painting, style of shinkai makoto, hidden details, --ar 16:9 --v 4 --q 1 --s 250 --uplight",picture
" , eating Asian food illustration, manga style ninja eating noodles, simple cute illustration,vintage japanese illustration style, anime illustration, very clean, --niji --q 3 --v 5",picture
" Expression: Sneaky expression, Action: Stealing a piece of food, Attire: Thief mask, Coat: Brown and white, Breed: Winter White , digital drawing cartoon sticker, is a hamster, with hamster ears, Ghibli, image black border Color, baseball cap, fat, fluffy, full body, flat texture cartoon style, transparent background, 2D --niji --v 4 --q 5",picture
" â€¢ They decide to go on a quest to find the kingdom and set out on their journey. â€¢ They pack food and supplies for the trip, including some candy for energy. happy",picture
" meidum shot,An asian mom eating food,indoor,a warm apartment,moring light through the window,4k,ultra-detailed,photorealistic--ar 16:9",picture
"  wedding kazakhstan yurt shape presidium with flowers, kazakhstan gold ornaments white walls, colours light blue green gold, event space that used as a wedding day, Huge space, with may tables, chairs, luxury finishes and large flower pots in the middle. Ultra realistic, HD, happy lighting rooftop event space birthday party with food stations, grunge style, rock style, barrel tin tables, alcohol, chains, joy division, the killers, nirvana, stage, Huge space, with may tin barrels, chairs, Ultra realistic, HD, happy lighting, good mood --q 2",picture
"  this picture consist of 2 people, face to face, the boy is giving the little beggar girl some food, background in the busy street, fairytale, magic realism, obvious face, Coloring Book, mysterious, vivid colors, Jennifer Lommers, Andy Kehoe, Pablo Amaringo, Winter paint Olga Kvasha, rich colors, intricate delicate carvings, sharp focus, 8 k, octane render, kids story book style, muted colors, watercolor style, kids story book style, muted colors, watercolor style, detailed face,",picture
" Expression: Confused, Action: Staring at an empty food bowl, Attire: Chef hat and apron, Coat: White and orange, Breed: tabby cat, digital drawing cartoon sticker, is a cute cat, with cat ears,in the style of Ghibli, image black border Color, full body, flat texture cartoon style, transparent background, 2D --niji --v 5 --q 5",picture
" Magali is the most gluttonous and humorous Brazilian character. With her yellow dress, Her favorite food in the world is watermelon!. Magali's",picture
" Image, world hourglass, dirty fingernails, id card, cursed image, funny picture, strategy game cd - rom, BÃ² bÃºn, optical illusion, point and click, torn paper, feets, yu - gi - oh card of a cursed meme red mutant scanned, painted by michael welan, old coins vietnamese food, male gaze, hoarding disorder, kaiju, mouses, pens, messy desk, egg rolls gpu, little toys, persian carpet, highly detailed --v 4 --ar 3:2 --no magazine cover",picture
" anime boy is sitting on a chair wearing a headset holding a computer working in front of a table with food next to it is a glass window looking out at many high-rise buildings on the street it is raining red yellow gray nave, grey black background, super realistic, hyper detailed, dramatic lighting, 8k --ar 16:9",picture
 exotic fruits in secluded tropical paradise cocoa flowers insane color beautiful jungle natural light global illumination natural food in the jungle hyper details,picture
"   this picture consist of 2 people, face to face, smile, the man offering the little beggar girl some food, the man is kneeling down speak with the little girl at her eye level, showing respect, The girl looking up at the man, surprise, gratitude, the background is a market square, delicate face, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k",picture
"   this picture consist of 2 people, face to face, smile, the young man offering the little beggar girl some food, the man is kneeling down speak with the little girl at her eye level, showing respect, The girl looking up at the man, surprise, gratitude, the background is a market square, delicate face, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k",picture
"   this picture consist of 2 people, face to face, smile, the young nobleman offering the little beggar girl some food, the man is kneeling down speak with the little girl at her eye level, showing respect, The girl looking up at the man, surprise, gratitude, the background is a market square, delicate face, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k",picture
 Very professional photo of food plates taken on a Canon EOS R5 F1. 2 ISO100 35MM top view and professional side light --ar 2:3,picture
  A children breakfast prepared on a plate to look like an animal. An owl made from egg and vegetables. Food photography. --ar 6:4,picture
"University campus, four or five people walking, green plants, road, library, school bags floating in the air, bright sunshine, robot sweeping the floor, automatic ground purification system, robot food delivery",picture
"Upscaling image #4 with Mini rice cooker on a smooth marble table top in the kitchen, surrounded by food with clear shadows and the sun shining on the table top, high detail, volumetric lighting, hyperrealistic, --ar 7:4",picture
"Upscaling image #4 with Mini rice cooker on a smooth marble table top in the kitchen, surrounded by food with clear shadows and the sun shining on the table top, high detail, volumetric lighting, hyperrealistic, realistic style, photo Level--ar 7:4",picture
Using edible corn oil in the pot to cook food,picture
"Vanilla Mug Cake, professional food photography, foodgraphy, minimalistic style, white pastel background, hyper-detailed, Ultra-realistic, high-quality product, side view for a book cover shot --ar 1:1 --s 1000 --v 5.0",picture
"Vector design art, abstract logo for a fast food restaurant which can be used as a flavicon, neutral background --chaos 50 --no text, trademark, watermark --s 250",picture
"Vegan Eggplant Parmesan, VISUAL STYLE: Bright, Clean, and Minimalist, GENRE: Food Photography, TIME PERIOD: Modern, COLOR: Light and Natural, FORMAT: Horizontal, FRAME SIZE: Full Shot, LENS SIZE: 50mm, COMPOSITION: Top - Down, LIGHTING: Soft and Natural, LIGHTING TYPE: Daylight, TIME OF DAY: Morning, ENVIRONMENT: Interior, LOCATION TYPE: Kitchen, SET: Simple, CAMERA: Canon EOS R5, LENS: Canon EF 50mm f/ 1. 4 USM, FILM STOCK/ RESOLUTION: High â€“ Resolution --v 5.2",picture
"Vegan Eggplant Parmesan, isolation white background, VISUAL STYLE: Bright, Clean, and Minimalist, GENRE: Food Photography, TIME PERIOD: Modern, COLOR: Light and Natural, FORMAT: Horizontal, FRAME SIZE: Full Shot, LENS SIZE: 50mm, COMPOSITION: Top - Down, LIGHTING: Soft and Natural, LIGHTING TYPE: Daylight, TIME OF DAY: Morning, ENVIRONMENT: Interior, LOCATION TYPE: Kitchen, SET: Simple, CAMERA: Canon EOS R5, LENS: Canon EF 50mm f/ 1. 4 USM, FILM STOCK/ RESOLUTION: High â€“ Resolution --c 35 --v 5.2",picture
"Vegan buddha bowl with sweet potato, quinoa, chickpeas, soybeans edamame, tofu, corn, cabbage, radish, broccoli and seeds, black table background, top view. Autumn or winter healthy vegetarian food --ar 3:2",picture
"Very black menacing looking Fast food drive-in, highly detailed architecture, low angle, cinematic, --ar 16:9 --v 6.0",picture
"Very cute minimalist face of a cartoon illustation in style of peppa pig for children of a boy with dark hair in hospital gown Very artistic portrayal of a female nurse in hazmat suit holding an intravenous line, food and tee for a young boy in a hospital gown --v 6.0",picture
"Visualize a sprawling food plot at the heart of a dense forest, bordered by towering trees with their leaves whispering in the wind. In the center, a dedicated hunter carefully tends to a vibrant patch of crimson clover and sunn hemp, the sandy soil beneath enriched and transformed through diligent care and strategic planning. The early morning light casts a warm glow over the plot, highlighting the thriving plants chosen specifically for their resilience and appeal to white-tailed deer. This serene setting embodies the successful marriage of knowledge, nature, and nurture, creating a haven where wildlife flourishes despite the challenging conditions presented by sandy terrain. --v 6.0",picture
"Visualize the human form of Goddess Lakshmi, radiating with divine beauty and grace, serving food to 5 different human form of Lord Vishnu. Illustrate the divine forms relishing the divine delicacies, each form reflecting a unique expression of joy and contentment. full hd, 8k, 35mm, realistic, cinematic --ar 16:9 --v 6.0",picture
"Vogue ,detailed image, great fashion, ultra sharp, photorealism, 35mm, f/11 , shutter speed 1/1000, 8k, photorealistic ultra, magazine model, photo by steven meisel, studio fashion photoshoot ,strong studio lighting , girl with food",picture
"Volunteers Distributing food packs to homeless people in Pakistan, captured with Sony A7R Mark III, 100mm lens, Ultra HD details, --v 6.0 --s 1000 --c 5 --style raw",picture
"Warren Buffett loading up a large plate of food in line at a buffet with lots of food, hyperrealistic, wide angle, exaggerated expressions, exaggerated pose of a comical fat man --ar 16:9",picture
"Wheatpaste, She was a garden, blooming with the colors of her soul, disconcerting by Jean-Michel Basquiat blend of female and flora Jenny Saville, she melted into the rainbow, by Andrea Kowch,surrealistic biomechanics, symbolic overload, stanley artgem lau, biomorphic abstraction, dimensional multilayering, alphonse mucha, convenience food, machine cog hotdog, Glitch Portrait james jean, Naomi Okubo, Davison, glitch art, Yayoi Kusama, Maria Clara MacrÃ¬, burlesque, course fishing, damaged, pixelation, light leaks, double exposure, 1990's video game magazine cover-art, noise and grain, color degradation, Naomi Okubo, Viviene Westwood, punk, Tom of Finland, Saudek, Francesca Woodman, Carolee Schneemann, +Renaissance UHD, 32k, 16k, 8k, 3D shading --chaos 100 --v 4",picture
"When designing a promotional poster for breakfast and energy, use vibrant colors and lively fonts and graphics to highlight the theme, select high-quality images of delicious food, emphasize the unique characteristics of each food item, prominently display promotional prices on the poster, and incorporate brand elements such as logos, slogans or taglines to increase brand awareness.",picture
"Whimsical Cartoon, Labradoodles:3, Heliocentric Orbit:2, Food Bowl:3, Canine Zoomies:2, Exaggerated Expressions:2, Vibrant Color Palette:1, Soft Round Shading:1, Wide Angle Lens:1, Subtle Grain:1 --ar 16:9 --iw 2 --chaos 55 --stop 100 --v 6.0",picture
"Whimsical, Cartoon Art:3, Berne Doodles:3, Heliocentric Orbit:2, Bowl of Food:2, Exaggerated Expressions:1, Bright Sunlight Through Window:2, Floating Dust Particles:1, Tilted Perspective:1, Macro Lens:2 --ar 1:1 --iw 1.5 --chaos 55 --stop 100 --v 6.0",picture
"White Cake Shabby Chic Christmas tree in the style of maximalism, best food photos still life, delicate roses, clear balls, white beautiful snowing background, light colors, near colors, beautiful color schemes, beautiful scenes, silver --ar 2:3 --q 2",picture
"White background. 2d flat cartoon illustration. black family. cute face baby sitting in a high chair holding a plastic baby bottle, facing their parents who are standing on the other side of the table. The baby is holding the plastic feeding bottle and pointing and gesturing with the other hand, demanding food from their parents",picture
"White background. 2d flat illustration. black family. cute face baby sitting in a high chair holding a plastic baby bottle, facing their parents who are standing on the other side of the table. The baby is holding the plastic feeding bottle and pointing and gesturing with the other hand, demanding food from their parents",picture
"White background. 2d flat illustration. cute face baby sitting in a high chair holding a plastic baby bottle, facing their parents who are standing on the other side of the table. The baby is holding the plastic feeding bottle and pointing and gesturing with the other hand, demanding food from their parents",picture
"White wall, sketch, black lines, and Japanese street food shops, including Ichiran Ramen, Taiyaki House, and Gyoza House. fill out entire wall.4K,HD --ar 16:9 --s 750 --upbeta",picture
"White wall, sketch, black lines, and Japanese street food shops, including Ichiran Ramen, Taiyaki House, and Gyoza House. fill out entire wall.4K,HD --ar 16:9 --upbeta --test --creative",picture
"Wide angle view of a squirrel in her messy teenager bedroom with stuff everywhere including books, plants, socks, slippers, food, laptop, teacup, boardgames, notebooks, butterfly, candle, etc. and with a window showing a garden outside, dynamic pose, colorful, 35mm lens, --ar 2:3",picture
"Wide shot of a 25 year old european woman standing in front of her kitchen sink, she is looking at the sink,filled with brown dirty water with food pieces floating,the kitchen is very dirty, the kitchen has a window, volumetric light coming from the left of the frame, cinematic, photorealistic, shot with an alexa mini lf camera in 4.5k, shot by greig fraser with panavision primo lenses, teal and orange color grade, golden hour, 1.8 t stop, --ar 16:9",picture
Woman refuses to eat junk food . Healthy eating and active lifestyle concept --v 6.0 --ar 16:9,picture
Woman refuses to eat junk food . a picture showing a man 'pointing a gun at things Healthy eating and active lifestyle concept --v 6.0 --ar 16:9,picture
"Yemeni Muslim adult couple sitting on the old carpet inside the room and staring toward small window inside the room, Dark night, wide-angle view --ar 7:4 --no front face, sofa, food, chair, stars, library --s 750 --niji 5 --style scenic",picture
"You find yourself wandering the streets of Vienna and stumble upon a futuristic street food kiosk that also evokes the design of the 1960s. The kiosk reminds you of the iconic K67 design and exudes a feeling of nostalgia and modernity at the same time. As you approach, you notice a small screen on the side of the kiosk with tourist information about Vienna. The screen provides recommendations for nearby attractions, hidden gems, and popular local hangouts. You begin to feel a sense of excitement and wonder as you realize the possibilities that await you in this vibrant city. Will you choose to explore the history and architecture of Vienna, indulge in its culinary delights, or immerse yourself in its rich cultural offerings? The choice is yours, and this street food kiosk will be your perfect starting point for any adventure you choose.",picture
"YouTube Thumbnail, A charismatic person in the forefront making a wild, exaggerated expression of surprise and excitement, Behind him, a graphical representation of an AI chatbot, symbolized by a speech bubble filled with lines of code, ordering food from a digital menu, The setting is a modern, tech-oriented background with vibrant colors and animated graphics, The atmosphere is lively and engaging, perfect for attracting YouTube viewers, Digital Art, Created using graphic design software with a focus on high contrast and bright colors for maximum thumbnail visibility, --ar 16:9 --quality 2 --v 4",picture
"Young group of Spartan kids preparing food,ancient greece scenes directed by Zack Snyder, gritty, cinematic, emotional , shot with a Canon EOS-1D X Mark III ar 9:16",picture
"Youâ€™re halfway through designing a vibrant music festival poster inspired by an Indian festival. Channel the illustration style of Hedof, known for bold, colorful, and dynamic designs. Create ample room for text in the center of the poster. Surround this space with lively illustrations depicting traditional Indian elements such as intricate patterns, colorful street decorations, energetic dance performances, and vibrant street food stalls. Incorporate a diverse range of characters and elements to reflect the rich cultural tapestry of India. As you reflect on your design journey, visualize how the final poster will captivate viewers with its lively energy and cultural vibrancy while providing essential information about the festival. --aspect 2:3 --v 6.0",picture
"Zeus cooking in a majestic and enormous grill for the rest of the gods, beautiful and delicious food can be seen on the grill, everybody is having a good time and every God have a drink in their hands, cinematic, epic scenery, colorfull, majestic background, 8k render --ar 1:1",picture
"Zoey, transformed into a delectable meatball, lounges on a steaming plate of spaghetti, surrounded by a warm and cozy Italian kitchen. The walls are painted in vibrant shades of red and yellow, while the aroma of garlic and tomatoes fills the air. The light from the hanging lamps casts a soft glow over the scene, emphasizing the steam and sizzle emanating from the dish. Zoey's round and plump form is covered in a rich, savory marinara sauce, with strands of spaghetti wrapped around her like a cozy blanket. The mood is one of indulgence and satisfaction, with a sense of comfort and happiness emanating from the picture. in the style of food photography by Tasty.",picture
"[French Toast] guava and cream cheese french toast, cinematic food Photography, Depth of Field, Unreal Engine, Cinematic, Color Grading, Editorial Photography, 70mm lens, Super-Resolution, Natural Light, Incandescent, Volumetric illumination, Post Processing, Tone Mapping, insanely detailed, 8k --v 4",picture
"[SINGLE-PORTION SIZE] Cobb Salad Premium Food Photography, realistic, macro, detailed::4 well-lit, sharp-focus, artistic, unique, award-winning photography, Canon EOS 5D Mark IV DSLR, f/8, ISO 100, 1/250 second, close-up, natural light, professional::3 black and white, grainy, deformed::-2 --style raw --v 5.2",picture
"[Whole prespective view of a kitchen with lots of food and a honey pot on the table], photographic, 8k, f 2.8, natural 13mm, sharp and detailed, ultra-quality, ultrarealistic, Photography, close detail, gaussian blur, --ar 3:2",picture
"[butter pancakes with chocoloate syrup] cinematic food Photography, Depth of Field, Unreal Engine, Cinematic, Color Grading, Editorial Photography, 70mm lens, Super-Resolution, Natural Light, Incandescent, Volumetric illumination, Post Processing, Tone Mapping, insanely detailed, 8k --v 4",picture
"[metal airstream food trailer the style of colorful psychedelic graphic design]::3, penguin surfing on acid waves, serving window taking up 3/4 of the trailer, mexican muralism, vibrant, naturalistic ocean waves, [psychedelic swirling vortexes]::2 complex enigmas --ar 61:41",picture
"[metal airstream food trailer the style of colorful psychedelic graphic design]::3, serving window taking up 3/4 of the trailer, mexican muralism, vibrant, naturalistic ocean waves, [psychedelic swirling vortexes]::2 complex enigmas --ar 61:41",picture
"a 30 year old european woman drowning in her kitchen sink, filled with brown dirty water with food pieces floating, her long hair got stuck in the sink food triturator, the woman is centered on the frame, the kitchen has a window, volumetric light coming from the left of the frame, cinematic, photorealistic, shot with an alexa mini lf camera in 4.5k, shot by greig fraser with panavision primo lenses, bloom effect in highlights, golden hour, 1.8 t stop, --ar 16:9",picture
"a 3D single cookie icon, by Creative Design Master, high-resolution, appealing colors, versatile style, lifelike texture, suitable for a variety of web and app designs, including food-related platforms and snack-themed interfaces --v 4 --q 2 --stylize 1000",picture
"a Fantasy meal that dwarves eat that looks like green gelatin, large plate of food, about to dig in, food focus, very detailed, high quality, professional artist, holding a knife and a fork, gemstones in food --niji",picture
